Date,Value
2016-09-05,3.0
2016-09-06,3.0
2016-09-07,3.0
2016-09-08,3.0
2016-09-09,3.0
2016-09-10,3.0
2016-09-11,3.0
2016-09-12,3.125
2016-09-13,3.0
2016-09-14,3.0
2016-09-15,3.0
2016-09-16,3.0
2016-09-17,3.0
2016-09-18,3.0
2016-09-19,3.0
2016-09-20,3.0
2016-09-21,3.0
2016-09-22,3.0
2016-09-23,3.0
2016-09-24,3.0
2016-09-25,3.0
2016-09-26,3.0
2016-09-27,2.875
2016-09-28,2.875
2016-09-29,3.0
2016-09-30,2.875
2016-10-01,2.875
2016-10-02,2.875
2016-10-03,2.875
2016-10-04,2.875
2016-10-05,2.875
2016-10-06,3.0
2016-10-07,3.0
2016-10-08,3.0
2016-10-09,3.0
2016-10-10,3.0
2016-10-11,3.0
2016-10-12,3.0
2016-10-13,3.0
2016-10-14,3.0
2016-10-15,3.0
2016-10-16,3.0
2016-10-17,3.0
2016-10-18,3.0
2016-10-19,3.0
2016-10-20,3.0
2016-10-21,3.0
2016-10-22,3.0
2016-10-23,3.0
2016-10-24,3.0
2016-10-25,3.0
2016-10-26,3.0
2016-10-27,3.0
2016-10-28,3.125
2016-10-29,3.125
2016-10-30,3.125
2016-10-31,3.0
2016-11-01,3.125
2016-11-02,3.0
2016-11-03,3.0
2016-11-04,3.0
2016-11-05,3.0
2016-11-06,3.0
2016-11-07,3.0
2016-11-08,3.0
2016-11-09,3.125
2016-11-10,3.25
2016-11-11,3.25
2016-11-12,3.25
2016-11-13,3.25
2016-11-14,3.375
2016-11-15,3.375
2016-11-16,3.375
2016-11-17,3.375
2016-11-18,3.375
2016-11-19,3.375
2016-11-20,3.375
2016-11-21,3.5
2016-11-22,3.5
2016-11-23,3.5
2016-11-24,3.625
2016-11-25,3.625
2016-11-26,3.625
2016-11-27,3.625
2016-11-28,3.625
2016-11-29,3.5
2016-11-30,3.5
2016-12-01,3.625
2016-12-02,3.625
2016-12-03,3.5
2016-12-04,3.5
2016-12-05,3.625
2016-12-06,3.5
2016-12-07,3.5
2016-12-08,3.625
2016-12-09,3.5
2016-12-11,3.5
2016-12-12,3.625
2016-12-14,3.625
2016-12-15,3.75
2016-12-16,3.875
2016-12-17,3.875
2016-12-18,3.875
2016-12-19,3.75
2016-12-20,3.75
2016-12-21,3.75
2016-12-22,3.75
2016-12-23,3.75
2016-12-24,3.75
2016-12-25,3.75
2016-12-28,3.75
2016-12-29,3.75
2016-12-30,3.625
2017-01-01,3.625
2017-01-03,3.75
2017-01-04,3.625
2017-01-06,3.625
2017-01-08,3.625
2017-01-09,3.625
2017-01-10,3.625
2017-01-11,3.625
2017-01-12,3.5
2017-01-13,3.5
2017-01-14,3.625
2017-01-15,3.625
2017-01-16,3.625
2017-01-17,3.625
2017-01-18,3.625
2017-01-19,3.625
2017-01-20,3.75
2017-01-22,3.75
2017-01-24,3.625
2017-01-25,3.625
2017-01-26,3.75
2017-01-27,3.75
2017-01-28,3.75
2017-01-29,3.75
2017-01-30,3.625
2017-01-31,3.625
2017-02-01,3.75
2017-02-02,3.625
2017-02-03,3.625
2017-02-04,3.625
2017-02-05,3.625
2017-02-06,3.625
2017-02-07,3.625
2017-02-08,3.5
2017-02-09,3.625
2017-02-10,3.625
2017-02-11,3.625
2017-02-12,3.625
2017-02-13,3.625
2017-02-14,3.5
2017-02-15,3.625
2017-02-16,3.5
2017-02-17,3.5
2017-02-18,3.5
2017-02-19,3.5
2017-02-20,3.5
2017-02-21,3.5
2017-02-22,3.5
2017-02-23,3.5
2017-02-24,3.5
2017-02-25,3.5
2017-02-26,3.5
2017-02-27,3.5
2017-02-28,3.5
2017-03-01,3.625
2017-03-02,3.625
2017-03-03,3.625
2017-03-04,3.625
2017-03-07,3.625
2017-03-08,3.75
2017-03-09,3.75
2017-03-10,3.75
2017-03-11,3.75
2017-03-12,3.75
2017-03-14,3.75
2017-03-15,3.75
2017-03-16,3.625
2017-03-17,3.625
2017-03-18,3.625
2017-03-19,3.625
2017-03-20,3.625
2017-03-21,3.625
2017-03-22,3.625
2017-03-23,3.625
2017-03-24,3.625
2017-03-25,3.625
2017-03-26,3.625
2017-03-27,3.625
2017-03-28,3.625
2017-03-29,3.625
2017-03-30,3.625
2017-03-31,3.625
2017-04-01,3.625
2017-04-02,3.625
2017-04-03,3.625
2017-04-04,3.5
2017-04-05,3.625
2017-04-06,3.5
2017-04-07,3.5
2017-04-08,3.625
2017-04-09,3.625
2017-04-10,3.625
2017-04-11,3.625
2017-04-12,3.5
2017-04-13,3.5
2017-04-14,3.375
2017-04-15,3.375
2017-04-16,3.375
2017-04-17,3.375
2017-04-18,3.375
2017-04-19,3.375
2017-04-20,3.375
2017-04-21,3.5
2017-04-22,3.5
2017-04-23,3.5
2017-04-24,3.5
2017-04-25,3.5
2017-04-26,3.625
2017-04-27,3.5
2017-04-28,3.5
2017-04-29,3.5
2017-04-30,3.5
2017-05-01,3.5
2017-05-02,3.5
2017-05-03,3.5
2017-05-04,3.5
2017-05-05,3.5
2017-05-06,3.5
2017-05-07,3.5
2017-05-08,3.5
2017-05-09,3.625
2017-05-10,3.5
2017-05-11,3.625
2017-05-12,3.5
2017-05-13,3.5
2017-05-14,3.5
2017-05-15,3.5
2017-05-16,3.5
2017-05-17,3.5
2017-05-18,3.375
2017-05-19,3.375
2017-05-20,3.375
2017-05-21,3.375
2017-05-22,3.375
2017-05-23,3.375
2017-05-24,3.375
2017-05-25,3.375
2017-05-26,3.375
2017-05-27,3.375
2017-05-28,3.375
2017-05-29,3.375
2017-05-30,3.375
2017-05-31,3.375
2017-06-01,3.375
2017-06-02,3.375
2017-06-03,3.375
2017-06-04,3.375
2017-06-05,3.375
2017-06-06,3.25
2017-06-07,3.25
2017-06-08,3.375
2017-06-09,3.375
2017-06-10,3.375
2017-06-11,3.375
2017-06-12,3.375
2017-06-13,3.375
2017-06-14,3.375
2017-06-15,3.375
2017-06-16,3.375
2017-06-17,3.375
2017-06-18,3.375
2017-06-19,3.375
2017-06-20,3.375
2017-06-21,3.375
2017-06-22,3.375
2017-06-23,3.375
2017-06-24,3.375
2017-06-25,3.375
2017-06-26,3.375
2017-06-27,3.375
2017-06-28,3.375
2017-06-29,3.5
2017-06-30,3.375
2017-07-01,3.375
2017-07-02,3.375
2017-07-03,3.5
2017-07-04,3.5
2017-07-05,3.5
2017-07-06,3.5
2017-07-07,3.5
2017-07-08,3.5
2017-07-09,3.5
2017-07-10,3.5
2017-07-11,3.5
2017-07-12,3.5
2017-07-13,3.5
2017-07-14,3.375
2017-07-15,3.375
2017-07-16,3.375
2017-07-17,3.375
2017-07-18,3.375
2017-07-19,3.375
2017-07-20,3.375
2017-07-21,3.375
2017-07-22,3.375
2017-07-23,3.375
2017-07-24,3.375
2017-07-25,3.375
2017-07-26,3.375
2017-07-27,3.375
2017-07-28,3.375
2017-07-29,3.375
2017-07-30,3.375
2017-07-31,3.375
2017-08-01,3.375
2017-08-02,3.375
2017-08-03,3.375
2017-08-04,3.375
2017-08-05,3.375
2017-08-06,3.375
2017-08-07,3.375
2017-08-08,3.375
2017-08-09,3.375
2017-08-10,3.25
2017-08-11,3.25
2017-08-12,3.25
2017-08-13,3.25
2017-08-14,3.375
2017-08-15,3.375
2017-08-16,3.375
2017-08-17,3.375
2017-08-18,3.375
2017-08-19,3.375
2017-08-20,3.375
2017-08-21,3.375
2017-08-22,3.375
2017-08-23,3.375
2017-08-24,3.375
2017-08-25,3.375
2017-08-26,3.375
2017-08-27,3.375
2017-08-28,3.25
2017-08-29,3.25
2017-08-30,3.25
2017-08-31,3.25
2017-09-01,3.25
2017-09-02,3.25
2017-09-03,3.25
2017-09-04,3.25
2017-09-05,3.25
2017-09-06,3.25
2017-09-07,3.25
2017-09-08,3.25
2017-09-09,3.25
2017-09-10,3.25
2017-09-11,3.25
2017-09-12,3.25
2017-09-13,3.25
2017-09-14,3.25
2017-09-15,3.25
2017-09-16,3.25
2017-09-17,3.25
2017-09-18,3.375
2017-09-19,3.375
2017-09-20,3.375
2017-09-21,3.375
2017-09-22,3.375
2017-09-23,3.375
2017-09-24,3.375
2017-09-25,3.375
2017-09-26,3.375
2017-09-27,3.375
2017-09-28,3.375
2017-09-29,3.375
2017-09-30,3.375
2017-10-01,3.375
2017-10-02,3.375
2017-10-03,3.375
2017-10-04,3.375
2017-10-05,3.375
2017-10-06,3.375
2017-10-07,3.375
2017-10-08,3.375
2017-10-09,3.375
2017-10-10,3.375
2017-10-11,3.375
2017-10-12,3.375
2017-10-13,3.25
2017-10-14,3.25
2017-10-15,3.25
2017-10-16,3.25
2017-10-17,3.375
2017-10-18,3.375
2017-10-19,3.375
2017-10-20,3.375
2017-10-21,3.375
2017-10-22,3.375
2017-10-23,3.375
2017-10-24,3.375
2017-10-25,3.5
2017-10-26,3.5
2017-10-27,3.5
2017-10-28,3.5
2017-10-29,3.5
2017-10-30,3.375
2017-10-31,3.375
2017-11-01,3.375
2017-11-02,3.375
2017-11-03,3.375
2017-11-04,3.375
2017-11-05,3.375
2017-11-06,3.375
2017-11-07,3.375
2017-11-08,3.375
2017-11-09,3.375
2017-11-10,3.375
2017-11-11,3.375
2017-11-12,3.375
2017-11-13,3.5
2017-11-14,3.5
2017-11-15,3.375
2017-11-16,3.5
2017-11-17,3.5
2017-11-18,3.5
2017-11-19,3.5
2017-11-20,3.5
2017-11-21,3.5
2017-11-22,3.5
2017-11-23,3.5
2017-11-24,3.5
2017-11-25,3.5
2017-11-26,3.5
2017-11-27,3.5
2017-11-28,3.5
2017-11-29,3.5
2017-11-30,3.5
2017-12-01,3.5
2017-12-02,3.5
2017-12-03,3.5
2017-12-04,3.5
2017-12-05,3.5
2017-12-06,3.5
2017-12-07,3.5
2017-12-08,3.5
2017-12-09,3.5
2017-12-10,3.5
2017-12-11,3.5
2017-12-12,3.5
2017-12-13,3.5
2017-12-14,3.5
2017-12-15,3.5
2017-12-16,3.5
2017-12-17,3.5
2017-12-18,3.5
2017-12-19,3.625
2017-12-20,3.625
2017-12-21,3.625
2017-12-22,3.625
2017-12-23,3.625
2017-12-24,3.625
2017-12-25,3.625
2017-12-26,3.625
2017-12-27,3.625
2017-12-28,3.625
2017-12-29,3.625
2017-12-30,3.625
2017-12-31,3.625
2018-01-01,3.625
2018-01-02,3.5
2018-01-03,3.5
2018-01-04,3.625
2018-01-05,3.625
2018-01-06,3.625
2018-01-07,3.625
2018-01-08,3.625
2018-01-09,3.75
2018-01-10,3.75
2018-01-11,3.75
2018-01-12,3.75
2018-01-13,3.75
2018-01-14,3.75
2018-01-15,3.75
2018-01-16,3.75
2018-01-17,3.75
2018-01-18,3.75
2018-01-19,3.75
2018-01-20,3.75
2018-01-21,3.75
2018-01-22,3.875
2018-01-23,3.875
2018-01-24,3.875
2018-01-25,3.875
2018-01-26,3.875
2018-01-27,3.875
2018-01-28,3.875
2018-01-29,4.0
2018-01-30,4.0
2018-01-31,3.875
2018-02-01,4.0
2018-02-02,4.125
2018-02-03,4.125
2018-02-04,4.125
2018-02-05,4.125
2018-02-06,4.0
2018-02-07,4.0
2018-02-08,4.125
2018-02-09,4.125
2018-02-10,4.125
2018-02-11,4.125
2018-02-12,4.125
2018-02-13,4.125
2018-02-14,4.125
2018-02-15,4.125
2018-02-16,4.125
2018-02-17,4.125
2018-02-18,4.125
2018-02-19,4.125
2018-02-20,4.125
2018-02-21,4.125
2018-02-22,4.125
2018-02-23,4.125
2018-02-24,4.125
2018-02-25,4.125
2018-02-26,4.125
2018-02-27,4.125
2018-02-28,4.25
2018-03-01,4.125
2018-03-02,4.125
2018-03-03,4.125
2018-03-04,4.125
2018-03-05,4.125
2018-03-06,4.25
2018-03-07,4.125
2018-03-08,4.125
2018-03-09,4.25
2018-03-10,4.25
2018-03-11,4.25
2018-03-12,4.125
2018-03-13,4.125
2018-03-14,4.125
2018-03-15,4.125
2018-03-16,4.125
2018-03-17,4.125
2018-03-18,4.125
2018-03-19,4.125
2018-03-20,4.125
2018-03-21,4.25
2018-03-22,4.125
2018-03-23,4.125
2018-03-24,4.125
2018-03-25,4.125
2018-03-26,4.125
2018-03-27,4.125
2018-03-28,4.125
2018-03-29,4.125
2018-03-30,4.125
2018-03-31,4.125
2018-04-01,4.125
2018-04-02,4.125
2018-04-03,4.125
2018-04-04,4.125
2018-04-05,4.125
2018-04-06,4.125
2018-04-07,4.125
2018-04-08,4.125
2018-04-09,4.125
2018-04-10,4.125
2018-04-11,4.125
2018-04-12,4.125
2018-04-13,4.125
2018-04-14,4.125
2018-04-15,4.125
2018-04-16,4.25
2018-04-17,4.125
2018-04-18,4.25
2018-04-19,4.25
2018-04-20,4.25
2018-04-21,4.25
2018-04-22,4.25
2018-04-23,4.25
2018-04-24,4.25
2018-04-25,4.375
2018-04-26,4.25
2018-04-27,4.25
2018-04-28,4.25
2018-04-29,4.25
2018-04-30,4.25
2018-05-01,4.25
2018-05-02,4.25
2018-05-03,4.25
2018-05-04,4.25
2018-05-05,4.25
2018-05-06,4.25
2018-05-07,4.25
2018-05-08,4.25
2018-05-09,4.25
2018-05-10,4.25
2018-05-11,4.25
2018-05-12,4.25
2018-05-13,4.25
2018-05-14,4.25
2018-05-15,4.375
2018-05-16,4.375
2018-05-17,4.375
2018-05-18,4.375
2018-05-19,4.375
2018-05-20,4.375
2018-05-21,4.375
2018-05-22,4.375
2018-05-23,4.375
2018-05-24,4.25
2018-05-25,4.25
2018-05-26,4.25
2018-05-27,4.25
2018-05-28,4.25
2018-05-29,4.25
2018-05-30,4.125
2018-05-31,4.25
2018-06-01,4.25
2018-06-02,4.25
2018-06-03,4.25
2018-06-04,4.25
2018-06-05,4.25
2018-06-06,4.25
2018-06-07,4.25
2018-06-08,4.25
2018-06-09,4.25
2018-06-10,4.25
2018-06-11,4.25
2018-06-12,4.25
2018-06-13,4.25
2018-06-14,4.25
2018-06-15,4.25
2018-06-16,4.25
2018-06-17,4.25
2018-06-18,4.25
2018-06-19,4.25
2018-06-20,4.25
2018-06-21,4.25
2018-06-22,4.25
2018-06-23,4.25
2018-06-24,4.25
2018-06-25,4.25
2018-06-26,4.25
2018-06-27,4.25
2018-06-28,4.25
2018-06-29,4.25
2018-06-30,4.25
2018-07-01,4.25
2018-07-02,4.25
2018-07-03,4.25
2018-07-04,4.25
2018-07-05,4.25
2018-07-06,4.25
2018-07-07,4.25
2018-07-08,4.25
2018-07-09,4.25
2018-07-10,4.25
2018-07-11,4.25
2018-07-12,4.25
2018-07-13,4.125
2018-07-14,4.125
2018-07-15,4.125
2018-07-16,4.25
2018-07-17,4.125
2018-07-18,4.125
2018-07-19,4.25
2018-07-20,4.125
2018-07-21,4.125
2018-07-22,4.125
2018-07-23,4.25
2018-07-24,4.25
2018-07-25,4.25
2018-07-26,4.25
2018-07-27,4.25
2018-07-28,4.25
2018-07-29,4.25
2018-07-30,4.25
2018-07-31,4.25
2018-08-01,4.25
2018-08-02,4.25
2018-08-03,4.25
2018-08-04,4.25
2018-08-05,4.25
2018-08-06,4.25
2018-08-07,4.25
2018-08-08,4.25
2018-08-09,4.25
2018-08-10,4.25
2018-08-11,4.25
2018-08-12,4.25
2018-08-13,4.25
2018-08-14,4.25
2018-08-15,4.25
2018-08-16,4.25
2018-08-17,4.25
2018-08-18,4.25
2018-08-19,4.25
2018-08-20,4.25
2018-08-21,4.25
2018-08-22,4.25
2018-08-23,4.25
2018-08-24,4.25
2018-08-25,4.25
2018-08-26,4.25
2018-08-27,4.25
2018-08-28,4.25
2018-08-29,4.25
2018-08-30,4.25
2018-08-31,4.25
2018-09-01,4.25
2018-09-02,4.25
2018-09-03,4.25
2018-09-04,4.25
2018-09-05,4.25
2018-09-06,4.25
2018-09-07,4.25
2018-09-08,4.25
2018-09-09,4.25
2018-09-10,4.125
2018-09-11,4.125
2018-09-12,4.25
2018-09-13,4.125
2018-09-14,4.125
2018-09-15,4.125
2018-09-16,4.125
2018-09-17,4.25
2018-09-18,4.25
2018-09-19,4.25
2018-09-20,4.25
2018-09-21,4.25
2018-09-22,4.25
2018-09-23,4.25
2018-09-24,4.25
2018-09-25,4.25
2018-09-26,4.25
2018-09-27,4.25
2018-09-28,4.25
2018-09-29,4.25
2018-09-30,4.25
2018-10-01,4.25
2018-10-02,4.25
2018-10-03,4.25
2018-10-04,4.375
2018-10-05,4.375
2018-10-06,4.375
2018-10-07,4.375
2018-10-08,4.375
2018-10-09,4.375
2018-10-10,4.375
2018-10-11,4.375
2018-10-12,4.375
2018-10-13,4.375
2018-10-14,4.375
2018-10-15,4.375
2018-10-16,4.375
2018-10-17,4.375
2018-10-18,4.375
2018-10-19,4.375
2018-10-20,4.375
2018-10-21,4.375
2018-10-22,4.375
2018-10-23,4.375
2018-10-24,4.375
2018-10-25,4.375
2018-10-26,4.375
2018-10-27,4.375
2018-10-28,4.375
2018-10-29,4.375
2018-10-30,4.375
2018-10-31,4.375
2018-11-01,4.375
2018-11-02,4.375
2018-11-03,4.5
2018-11-04,4.5
2018-11-05,4.5
2018-11-06,4.5
2018-11-07,4.375
2018-11-08,4.375
2018-11-09,4.5
2018-11-10,4.5
2018-11-11,4.5
2018-11-12,4.5
2018-11-13,4.375
2018-11-14,4.375
2018-11-15,4.375
2018-11-16,4.375
2018-11-17,4.375
2018-11-18,4.375
2018-11-19,4.375
2018-11-20,4.375
2018-11-21,4.375
2018-11-22,4.375
2018-11-23,4.375
2018-11-24,4.375
2018-11-25,4.375
2018-11-26,4.375
2018-11-27,4.375
2018-11-28,4.375
2018-11-29,4.25
2018-11-30,4.25
2018-12-01,4.25
2018-12-02,4.25
2018-12-03,4.25
2018-12-04,4.25
2018-12-05,4.25
2018-12-06,4.25
2018-12-07,4.25
2018-12-08,4.25
2018-12-09,4.25
2018-12-10,4.0
2018-12-11,4.25
2018-12-12,4.25
2018-12-13,4.25
2018-12-14,4.125
2018-12-15,4.125
2018-12-16,4.125
2018-12-17,4.25
2018-12-18,4.125
2018-12-19,4.0
2018-12-20,4.0
2018-12-21,4.0
2018-12-22,4.0
2018-12-23,4.0
2018-12-24,4.0
2018-12-25,4.0
2018-12-26,4.0
2018-12-27,4.0
2018-12-28,4.0
2018-12-29,4.0
2018-12-30,4.0
2018-12-31,4.0
2019-01-01,4.0
2019-01-02,3.875
2019-01-03,3.875
2019-01-04,3.875
2019-01-05,3.875
2019-01-06,3.875
2019-01-07,3.875
2019-01-08,3.875
2019-01-09,4.0
2019-01-10,3.875
2019-01-11,3.875
2019-01-12,3.875
2019-01-13,3.875
2019-01-14,3.875
2019-01-15,3.875
2019-01-16,3.875
2019-01-17,3.875
2019-01-18,3.875
2019-01-19,3.875
2019-01-20,3.875
2019-01-21,3.875
2019-01-22,3.875
2019-01-23,3.875
2019-01-24,3.875
2019-01-25,3.875
2019-01-26,3.875
2019-01-27,3.875
2019-01-28,3.875
2019-01-29,3.875
2019-01-30,3.875
2019-01-31,3.75
2019-02-01,3.625
2019-02-02,3.75
2019-02-03,3.75
2019-02-04,3.75
2019-02-05,3.75
2019-02-06,3.625
2019-02-08,3.625
2019-02-09,3.625
2019-02-10,3.625
2019-02-11,3.75
2019-02-12,3.75
2019-02-13,3.75
2019-02-14,3.75
2019-02-15,3.75
2019-02-16,3.75
2019-02-17,3.75
2019-02-18,3.75
2019-02-19,3.75
2019-02-20,3.625
2019-02-21,3.625
2019-02-22,3.75
2019-02-23,3.75
2019-02-24,3.75
2019-02-25,3.625
2019-02-26,3.625
2019-02-27,3.625
2019-02-28,3.625
2019-03-01,3.75
2019-03-02,3.75
2019-03-03,3.75
2019-03-04,3.75
2019-03-05,3.75
2019-03-06,3.75
2019-03-07,3.75
2019-03-08,3.625
2019-03-09,3.625
2019-03-10,3.625
2019-03-11,3.625
2019-03-12,3.625
2019-03-13,3.625
2019-03-14,3.625
2019-03-15,3.625
2019-03-16,3.625
2019-03-17,3.625
2019-03-18,3.625
2019-03-19,3.625
2019-03-20,3.5
2019-03-21,3.5
2019-03-22,3.375
2019-03-23,3.375
2019-03-24,3.375
2019-03-25,3.375
2019-03-26,3.375
2019-03-27,3.375
2019-03-28,3.375
2019-03-29,3.375
2019-03-30,3.375
2019-03-31,3.375
2019-04-01,3.375
2019-04-02,3.5
2019-04-03,3.5
2019-04-04,3.5
2019-04-05,3.5
2019-04-06,3.5
2019-04-07,3.5
2019-04-08,3.5
2019-04-09,3.5
2019-04-10,3.5
2019-04-11,3.5
2019-04-12,3.5
2019-04-13,3.5
2019-04-14,3.5
2019-04-15,3.5
2019-04-16,3.625
2019-04-17,3.625
2019-04-18,3.625
2019-04-19,3.625
2019-04-20,3.625
2019-04-21,3.625
2019-04-22,3.625
2019-04-23,3.625
2019-04-24,3.5
2019-04-25,3.5
2019-04-26,3.5
2019-04-27,3.5
2019-04-28,3.5
2019-04-29,3.5
2019-04-30,3.5
2019-05-01,3.5
2019-05-02,3.5
2019-05-03,3.5
2019-05-04,3.5
2019-05-05,3.5
2019-05-06,3.5
2019-05-07,3.5
2019-05-08,3.5
2019-05-09,3.5
2019-05-10,3.5
2019-05-11,3.5
2019-05-12,3.5
2019-05-13,3.5
2019-05-14,3.375
2019-05-15,3.375
2019-05-16,3.375
2019-05-17,3.375
2019-05-18,3.375
2019-05-19,3.375
2019-05-20,3.375
2019-05-21,3.5
2019-05-22,3.375
2019-05-23,3.375
2019-05-24,3.375
2019-05-25,3.375
2019-05-26,3.375
2019-05-27,3.375
2019-05-28,3.375
2019-05-29,3.25
2019-05-30,3.375
2019-05-31,3.25
2019-06-01,3.25
2019-06-02,3.25
2019-06-03,3.125
2019-06-04,3.125
2019-06-05,3.125
2019-06-06,3.125
2019-06-07,3.125
2019-06-08,3.125
2019-06-09,3.125
2019-06-10,3.125
2019-06-11,3.125
2019-06-12,3.125
2019-06-13,3.0
2019-06-14,3.125
2019-06-15,3.125
2019-06-16,3.125
2019-06-17,3.125
2019-06-18,3.0
2019-06-19,3.125
2019-06-20,3.0
2019-06-21,3.0
2019-06-22,3.125
2019-06-23,3.125
2019-06-24,3.0
2019-06-25,3.0
2019-06-26,3.125
2019-06-27,3.125
2019-06-28,3.125
2019-06-29,3.125
2019-06-30,3.125
2019-07-01,3.125
2019-07-02,3.125
2019-07-03,3.125
2019-07-04,3.125
2019-07-05,3.125
2019-07-06,3.125
2019-07-07,3.125
2019-07-08,3.125
2019-07-09,3.125
2019-07-10,3.125
2019-07-11,3.125
2019-07-12,3.25
